location,size,total_sqft,bath,price,bhk,price_per_sqft
Electronic City,3 BHK,1800.0,3.0,95.0,3,52777.77777777778
Jalahalli,3 BHK,1400.0,3.0,77.0,3,55000.0
Hegde Nagar,3 BHK,1801.0,3.0,115.0,3,63853.41476957246
Mahadevpura,2 BHK,1451.0,2.0,90.0,2,62026.18883528601
Anekal,2 Bedroom,1200.0,1.0,36.0,2,30000.0
Begur Road,2 BHK,1160.0,2.0,44.0,2,37931.03448275862
Kengeri,2 BHK,1000.0,2.0,25.0,2,25000.0
Kanakpura Road,2 BHK,950.0,2.0,40.0,2,42105.26315789474
"Hoodi Circle, ",3 BHK,1629.0,3.0,79.0,3,48496.00982197667
Vijayanagar,3 BHK,1580.0,2.0,134.0,3,84810.12658227848
Vijayanagar,3 BHK,1826.0,3.0,121.0,3,66265.06024096385
7th Phase JP Nagar,2 BHK,1245.0,2.0,94.0,2,75502.00803212852
Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,45.79,2,39991.26637554585
Sompura,2 BHK,825.0,2.0,33.0,2,40000.0
Yeshwanthpur,3 BHK,1693.0,3.0,108.0,3,63792.08505611341
Electronics City Phase 1,2 BHK,1113.27,2.0,53.0,2,47607.49863016159
Ashirvad Colony,2 BHK,1460.0,2.0,58.0,2,39726.02739726027
Doddathoguru,2 BHK,1050.0,2.0,32.0,2,30476.190476190477
Dodda Nekkundi,2 BHK,1260.0,2.0,55.0,2,43650.793650793654
K N Extension,6 BHK,700.0,3.0,120.0,6,171428.57142857142
Hosur Road,2 BHK,1656.0,2.0,120.0,2,72463.76811594203
Chandapura,3 BHK,1208.0,3.0,45.0,3,37251.65562913907
Whitefield,3 BHK,1910.0,3.0,161.0,3,84293.19371727749
Whitefield,4 BHK,3252.0,4.0,230.0,4,70725.70725707257
Battarahalli,2 Bedroom,1200.0,2.0,65.0,2,54166.666666666664
Gokula Extension,4 BHK,1200.0,4.0,175.0,4,145833.33333333334
7th Phase JP Nagar,2 BHK,1175.0,2.0,82.0,2,69787.23404255319
Kamakshipalya,2 Bedroom,1000.0,2.0,165.0,2,165000.0
Bannerghatta Road,4 Bedroom,1200.0,2.0,125.0,4,104166.66666666667
Rajaji Nagar,3 BHK,2390.0,3.0,410.0,3,171548.1171548117
Rajaji Nagar,7 BHK,12000.0,6.0,2200.0,7,183333.33333333334
Sultan Palaya,2 Bedroom,550.0,1.0,62.0,2,112727.27272727272
Sanne Amanikere,2 BHK,1185.0,2.0,38.0,2,32067.510548523205
Kengeri,2 BHK,750.0,2.0,38.0,2,50666.666666666664
Mahalakshmi Layout,6 Bedroom,1200.0,7.0,250.0,6,208333.33333333334
Kanakpura Road,3 BHK,1550.0,3.0,64.5,3,41612.903225806454
Amco Colony,3 BHK,1760.0,3.0,88.0,3,50000.0
Billekahalli,2 BHK,1125.0,2.0,62.0,2,55111.11111111111
Nagarbhavi,3 Bedroom,1350.0,3.0,150.0,3,111111.11111111111
Anandapura,2 Bedroom,1000.0,2.0,55.0,2,55000.0
Bommasandra Industrial Area,2 BHK,1090.0,2.0,31.48,2,28880.73394495413
TC Palaya,2 Bedroom,1200.0,2.0,60.0,2,50000.0
Budigere,3 BHK,1991.0,4.0,103.0,3,51732.79758915118
Bommasandra,2 BHK,1060.0,2.0,26.5,2,25000.0
Ambalipura,2 BHK,1105.0,2.0,75.0,2,67873.30316742082
Hoodi,2 BHK,985.0,2.0,67.0,2,68020.30456852792
Chandapura,6 Bedroom,1533.0,5.0,85.0,6,55446.83626875408
Balagere,3 BHK,1590.0,3.0,79.0,3,49685.53459119497
CV Raman Nagar,2 BHK,1120.0,2.0,55.0,2,49107.142857142855
Samethanahalli,2 BHK,1069.0,2.0,55.0,2,51449.95322731525
Marathahalli,3 BHK,1933.0,3.0,140.0,3,72426.28039317124
Hosur Road,2 BHK,1194.0,2.0,69.0,2,57788.94472361809
Brookefield,2 BHK,1150.0,2.0,69.0,2,60000.0
Yelenahalli,2 BHK,1240.0,2.0,47.12,2,38000.0
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,2,33897.11064129669
7th Phase JP Nagar,8 Bedroom,1200.0,8.0,250.0,8,208333.33333333334
Richmond Town,3 BHK,2150.0,4.0,240.0,3,111627.90697674418
Suddaguntepalya,3 BHK,1450.0,3.0,55.0,3,37931.03448275862
Udayapur Village,3 BHK,1630.0,3.0,68.29,3,41895.705521472395
Dasanapura,2 BHK,708.0,1.0,40.0,2,56497.17514124294
Kasavanhalli,3 Bedroom,1000.0,4.0,110.0,3,110000.0
Whitefield,4 Bedroom,11890.0,4.0,700.0,4,58873.00252312868
Bellandur,2 BHK,1250.0,2.0,76.0,2,60800.0
7th Phase JP Nagar,3 BHK,1400.0,2.0,95.0,3,67857.14285714286
Sarjapur  Road,3 BHK,1670.0,2.0,57.0,3,34131.73652694611
Ardendale,3 BHK,1750.0,3.0,100.0,3,57142.857142857145
Vittasandra,2 BHK,1404.0,2.0,71.0,2,50569.80056980057
Hoodi,3 BHK,1715.0,2.0,95.0,3,55393.586005830904
Electronic City,1 BHK,630.0,1.0,34.65,1,55000.0
Harlur,3 BHK,1752.12,3.0,135.0,3,77049.51715635916
Hulimavu,3 BHK,1650.0,3.0,78.0,3,47272.72727272727
Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2,42833.976833976834
Giri Nagar,3 Bedroom,1800.0,3.0,252.0,3,140000.0
Sarjapur  Road,2 BHK,1346.0,2.0,74.03,2,55000.0
Thippasandra,4 Bedroom,1200.0,4.0,200.0,4,166666.66666666666
Hormavu,2 BHK,1150.0,2.0,55.0,2,47826.086956521736
Chikkabidarakallu,4 Bedroom,3309.0,4.0,325.0,4,98216.98398307645
Chandapura,3 BHK,1190.0,2.0,30.35,3,25504.201680672268
AECS Layout,3 BHK,1620.0,3.0,98.0,3,60493.82716049383
Marathahalli,2 BHK,950.0,2.0,46.96,2,49431.57894736842
1 Giri Nagar,11 BHK,5000.0,9.0,360.0,11,72000.0
Harlur,3 BHK,2450.0,3.0,120.0,3,48979.5918367347
Electronic City Phase II,3 BHK,1220.0,2.0,35.23,3,28877.049180327867
Hoysalanagar,2 BHK,850.0,2.0,30.0,2,35294.117647058825
Padmanabhanagar,2 BHK,1020.0,2.0,63.0,2,61764.705882352944
Chikkalasandra,2 BHK,1100.0,2.0,50.0,2,45454.545454545456
Defence Colony,2 BHK,1150.0,2.0,126.0,2,109565.21739130435
Hebbal,3 BHK,1760.0,2.0,130.0,3,73863.63636363637
Ambalipura,3 BHK,1800.0,3.0,110.0,3,61111.11111111111
Akshaya Nagar,2 BHK,1070.0,2.0,54.0,2,50467.28971962617
2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,220.0,4,146666.66666666666
Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2,65972.22222222222
Amruthahalli,2 BHK,900.0,2.0,40.0,2,44444.444444444445
ITI Employees Layout,4 BHK,1200.0,4.0,230.0,4,191666.66666666666
Whitefield,2 BHK,1130.0,2.0,42.16,2,37309.734513274336
Koramangala,2 BHK,1320.0,2.0,165.0,2,125000.0
Kodigehalli,2 BHK,1270.0,2.0,98.0,2,77165.35433070867
Patelappa Layout,2 BHK,1200.0,2.0,62.0,2,51666.666666666664
Ring Road Nagarbhavi,4 BHK,4800.0,4.0,235.0,4,48958.333333333336
NS Palya,2 BHK,1200.0,2.0,74.0,2,61666.666666666664
Subramanyapura,2 BHK,929.0,2.0,50.17,2,54004.3057050592
RMV 2nd Stage,4 BHK,1150.0,4.0,260.0,4,226086.95652173914
Basavangudi,4 Bedroom,1125.0,4.0,180.0,4,160000.0
Kenchenahalli,5 Bedroom,500.0,3.0,65.0,5,130000.0
3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,190.0,5,158333.33333333334
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,3,38251.366120218576
7th Phase JP Nagar,4 BHK,3600.0,4.0,400.0,4,111111.11111111111
Bank Avenue,4 Bedroom,2000.0,4.0,99.0,4,49500.0
Chikkalasandra,2 BHK,1208.0,2.0,49.0,2,40562.91390728477
Hebbal Kempapura,2 BHK,1130.0,2.0,60.0,2,53097.345132743365
Surabhi Layout,3 BHK,1753.0,3.0,120.0,3,68454.07872219053
Old Madras Road,5 BHK,4500.0,7.0,337.0,5,74888.88888888889
Banjara Layout,3 Bedroom,600.0,3.0,58.0,3,96666.66666666667
Hoodi,2 BHK,1196.0,2.0,94.42,2,78946.48829431437
5th Phase JP Nagar,2 BHK,1150.0,3.0,52.5,2,45652.17391304348
Electronic City,2 BHK,1128.0,2.0,63.0,2,55851.063829787236
Omkar Nagar,2 BHK,1000.0,2.0,53.0,2,53000.0
Yelahanka,2 BHK,1035.0,2.0,45.0,2,43478.260869565216
Kereguddadahalli,2 BHK,950.0,2.0,32.0,2,33684.21052631579
Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3,33488.37209302326
Whitefield,2 BHK,1040.0,2.0,48.5,2,46634.61538461538
Maragondanahalli,2 Bedroom,720.0,2.0,45.0,2,62500.0
Lingadheeranahalli,3 BHK,1511.0,3.0,95.0,3,62872.270019854404
Silk Board,3 BHK,1300.0,3.0,58.0,3,44615.38461538462
Hoodi,3 BHK,1545.0,3.0,68.75,3,44498.38187702266
Shampura,1 BHK,375.0,2.0,26.0,1,69333.33333333333
Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2,35781.54425612053
Kada Agrahara,2 BHK,1115.0,2.0,40.0,2,35874.439461883405
JP Nagar,2 BHK,1000.0,2.0,35.0,2,35000.0
Kambipura,2 BHK,883.0,2.0,45.0,2,50962.627406568514
Sarjapur  Road,2 BHK,1195.0,2.0,70.0,2,58577.40585774059
BHEL Layout,4 Bedroom,1200.0,3.0,165.0,4,137500.0
Medahalli,1 Bedroom,700.0,1.0,41.0,1,58571.42857142857
Vittasandra,2 BHK,1246.0,2.0,67.0,2,53772.07062600321
8th Phase JP Nagar,4 Bedroom,660.0,4.0,90.0,4,136363.63636363635
Banashankari Stage III,4 Bedroom,8500.0,4.0,145.0,4,17058.823529411766
Kashi Nagar,4 BHK,1600.0,4.0,80.0,4,50000.0
Haralur Road,4 BHK,2805.0,5.0,154.0,4,54901.96078431373
Begur Road,3 BHK,1584.0,3.0,65.0,3,41035.35353535353
Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,275.0,4,91666.66666666667
Hosur Road,3 BHK,1175.0,2.0,48.0,3,40851.063829787236
"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,115.0,3,72100.31347962383
VHBCS Layout,2 BHK,1353.0,2.0,110.0,2,81300.81300813008
Electronic City,3 BHK,1599.0,3.0,125.0,3,78173.85866166354
Whitefield,2 BHK,1150.0,2.0,70.0,2,60869.565217391304
Jakkur,4 BHK,5230.0,6.0,465.0,4,88910.13384321224
KR Puram,2 BHK,1155.0,2.0,42.74,2,37004.329004329
Ittamadu,1 BHK,1200.0,2.0,85.0,1,70833.33333333333
Electronic City Phase II,2 BHK,1000.0,2.0,25.0,2,25000.0
Thanisandra,4 BHK,3000.0,4.0,120.0,4,40000.0
Rajiv Nagar,3 BHK,1867.0,3.0,160.0,3,85698.9823245849
Ramagondanahalli,2 BHK,1251.0,2.0,47.0,2,37569.94404476419
Gattahalli,2 BHK,1028.0,2.0,45.5,2,44260.700389105055
Arekere,2 BHK,1222.0,2.0,45.0,2,36824.87725040917
Bannerghatta Road,3 BHK,1170.0,2.0,66.0,3,56410.256410256414
Hebbal,3 BHK,2400.0,4.0,245.0,3,102083.33333333333
Ramanjaneyanagar,3 BHK,1385.0,2.0,48.48,3,35003.61010830325
HSR Layout,2 BHK,1372.0,2.0,68.0,2,49562.68221574344
Magadi Road,3 BHK,1282.0,2.0,49.0,3,38221.528861154446
Mico Layout,9 BHK,5000.0,9.0,210.0,9,42000.0
7th Block Jayanagar,5 Bedroom,3000.0,3.0,528.0,5,176000.0
Kanakpura Road,2 BHK,1135.0,2.0,39.73,2,35004.405286343615
Whitefield,3 BHK,1768.0,3.0,101.0,3,57126.69683257918
Byatarayanapura,3 BHK,1325.0,2.0,90.0,3,67924.52830188679
Electronic City,3 BHK,1599.0,3.0,99.0,3,61913.696060037524
Whitefield,3 Bedroom,1500.0,3.0,61.95,3,41300.0
2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,499.0,3,191187.73946360152
Uttarahalli,2 BHK,1286.0,2.0,63.0,2,48989.11353032659
Kammanahalli,5 BHK,2845.0,5.0,140.0,5,49209.1388400703
K G Colony,3 BHK,1600.0,2.0,50.0,3,31250.0
Hennur Road,2 BHK,1317.5,2.0,63.77,2,48402.277039848195
Hebbal,3 BHK,3450.0,5.0,260.0,3,75362.31884057971
Munnekollal,2 BHK,1102.0,2.0,53.67,2,48702.35934664247
Yelahanka,2 BHK,1350.0,2.0,54.0,2,40000.0
Banashankari,3 BHK,1200.0,2.0,42.0,3,35000.0
Hosa Road,6 Bedroom,1300.0,6.0,145.0,6,111538.46153846153
Herohalli,2 Bedroom,1800.0,1.0,80.0,2,44444.444444444445
Chikkabanavar,2 BHK,950.0,2.0,40.0,2,42105.26315789474
Kanakpura Road,1 BHK,525.0,1.0,27.25,1,51904.76190476191
Attibele,2 BHK,656.0,2.0,25.0,2,38109.756097560974
Marathahalli,4 Bedroom,1780.0,4.0,175.0,4,98314.60674157304
3rd Block Hrbr Layout,2 BHK,1056.0,2.0,80.0,2,75757.57575757576
Bannerghatta Road,1 BHK,595.0,1.0,33.32,1,56000.0
Ittamadu,2 BHK,1080.0,2.0,50.0,2,46296.2962962963
7th Phase JP Nagar,3 BHK,2225.0,3.0,160.0,3,71910.11235955056
Bommasandra,2 BHK,1126.0,2.0,28.15,2,25000.0
Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,3,56375.838926174496
HRBR Layout,4 Bedroom,2000.0,4.0,300.0,4,150000.0
Sarjapur  Road,3 BHK,1550.0,3.0,100.0,3,64516.12903225807
Ashwini layout,2 BHK,1160.0,2.0,55.0,2,47413.793103448275
Whitefield,4 Bedroom,4144.0,4.0,315.0,4,76013.51351351352
Sarjapur  Road,3 BHK,2100.0,3.0,125.0,3,59523.80952380953
Vittasandra,2 BHK,1404.0,2.0,69.3,2,49358.97435897436
Sarjapur  Road,4 Bedroom,2230.0,4.0,225.0,4,100896.86098654708
Marathalli bridge,3 BHK,1544.0,3.0,120.0,3,77720.20725388601
Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3,44980.84291187739
Marathahalli,2 BHK,1230.0,2.0,80.0,2,65040.650406504064
T.C PALYA,2 Bedroom,1200.0,2.0,65.0,2,54166.666666666664
Harlur,3 BHK,1460.0,3.0,73.0,3,50000.0
Gottigere,2 BHK,967.0,2.0,45.0,2,46535.67735263702
Byatarayanapura,1 Bedroom,540.0,1.0,36.0,1,66666.66666666667
Hormavu,1 BHK,715.0,1.0,46.0,1,64335.66433566433
Whitefield,3 BHK,2500.0,3.0,313.0,3,125200.0
Dooravani Nagar,3 BHK,1578.0,3.0,180.0,3,114068.44106463878
Mysore Road,2 BHK,1020.0,2.0,48.95,2,47990.19607843137
Jigani,2 BHK,1020.0,2.0,40.0,2,39215.686274509804
Koramangala,2 BHK,1253.0,2.0,102.0,2,81404.62889066241
JCR Layout,2 BHK,1180.0,2.0,42.0,2,35593.220338983054
Nehru Nagar,2 BHK,961.0,2.0,38.0,2,39542.14360041623
Kanakapura,3 BHK,1419.0,3.0,75.0,3,52854.122621564486
Harlur,3 BHK,1709.0,3.0,150.0,3,87770.62609713283
Papareddipalya,2 Bedroom,1600.0,2.0,115.0,2,71875.0
Venkatapura,1 BHK,416.0,1.0,18.5,1,44471.153846153844
Sanjay nagar,2 BHK,1100.0,2.0,98.0,2,89090.90909090909
HSR Layout,3 BHK,1430.0,2.0,65.0,3,45454.545454545456
Sneha Colony,2 BHK,1260.0,2.0,45.0,2,35714.28571428572
RMV Extension,3 BHK,1630.0,3.0,85.0,3,52147.23926380368
Sarjapur  Road,3 BHK,1249.0,3.0,44.71,3,35796.63730984788
Kalena Agrahara,3 BHK,1450.0,2.0,85.0,3,58620.68965517241
Konanakunte,3 BHK,2791.0,3.0,223.0,3,79899.67753493371
Hosapalya,1 BHK,600.0,1.0,90.0,1,150000.0
Ashwini layout,1 BHK,834.0,1.0,60.0,1,71942.44604316547
Doddagubbi,3 Bedroom,1125.0,4.0,70.0,3,62222.22222222222
Arekere,3 BHK,2060.0,3.0,140.0,3,67961.16504854368
Malleshwaram,7 BHK,12000.0,7.0,2200.0,7,183333.33333333334
Gottigere,2 BHK,891.0,2.0,25.0,2,28058.361391694725
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2,43309.79699911739
Bisuvanahalli,3 BHK,1075.0,2.0,37.0,3,34418.604651162794
Sector 6 HSR Layout,4 BHK,3000.0,5.0,260.0,4,86666.66666666667
Brookefield,4 Bedroom,2440.0,5.0,425.0,4,174180.32786885247
Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2,45833.333333333336
Thanisandra,2 BHK,1075.0,2.0,45.8,2,42604.651162790695
Kaggadasapura,2 BHK,1140.0,2.0,40.0,2,35087.71929824561
Margondanahalli,5 Bedroom,940.0,4.0,150.0,5,159574.46808510637
ITI Layout,6 Bedroom,2160.0,5.0,250.0,6,115740.74074074074
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,2,38532.11009174312
R.T. Nagar,4 Bedroom,1500.0,4.0,70.0,4,46666.666666666664
Whitefield,4 BHK,4104.0,4.0,360.0,4,87719.29824561403
Whitefield,3 BHK,1790.0,3.0,100.0,3,55865.9217877095
Hebbal,3 BHK,1920.0,3.0,134.0,3,69791.66666666667
HRBR Layout,2 BHK,1374.0,2.0,95.0,2,69141.19359534206
Bannerghatta Road,3 BHK,1445.0,3.0,95.0,3,65743.9446366782
Kanakapura,1 BHK,711.0,1.0,36.0,1,50632.91139240506
Tumkur Road,3 BHK,1500.0,3.0,95.0,3,63333.333333333336
Whitefield,3 BHK,1720.0,3.0,100.0,3,58139.53488372093
Vasanthapura,3 BHK,1400.0,3.0,60.0,3,42857.142857142855
Kundalahalli,2 BHK,1030.0,2.0,49.0,2,47572.81553398058
Mysore Road,2 BHK,1200.0,2.0,85.0,2,70833.33333333333
Hosahalli,3 BHK,1375.0,3.0,70.0,3,50909.09090909091
Hegde Nagar,2 Bedroom,1050.0,1.0,56.0,2,53333.333333333336
Jalahalli,3 BHK,2250.0,3.0,160.0,3,71111.11111111111
Bellandur,2 BHK,1000.0,2.0,50.0,2,50000.0
Jalahalli West,1 BHK,469.0,1.0,25.0,1,53304.90405117271
Marathahalli,4 BHK,3800.0,4.0,250.0,4,65789.47368421052
Kambipura,2 BHK,883.0,2.0,29.0,2,32842.582106455266
GM Palaya,3 BHK,1820.0,2.0,86.0,3,47252.74725274725
Singasandra,3 BHK,1440.0,2.0,65.0,3,45138.88888888889
near Ramanashree California resort,6 BHK,3600.0,4.0,160.0,6,44444.444444444445
Malleshwaram,4 BHK,2500.0,5.0,325.0,4,130000.0
Mahadevpura,2 BHK,1225.0,2.0,48.0,2,39183.67346938775
"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000.0,3.0,660.0,3,165000.0
Chikkalasandra,2 BHK,875.0,2.0,52.8,2,60342.857142857145
Jalahalli East,1 BHK,750.0,1.0,40.0,1,53333.333333333336
6th Phase JP Nagar,2 BHK,1180.0,2.0,80.0,2,67796.61016949153
Haralur Road,2 BHK,1194.0,2.0,47.0,2,39363.48408710218
Hennur Road,3 BHK,1500.0,2.0,62.0,3,41333.333333333336
Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,52.2,2,45000.0
Hosakerehalli,3 BHK,2378.0,3.0,262.0,3,110176.61900756939
Sarjapur,2 BHK,1128.0,2.0,60.0,2,53191.48936170213
Hebbal,3 BHK,1500.0,3.0,150.0,3,100000.0
Huskur,3 BHK,1220.0,2.0,35.23,3,28877.049180327867
Sarjapur  Road,2 BHK,1210.0,2.0,58.0,2,47933.884297520664
Kanakpura Road,3 BHK,1100.0,2.0,58.0,3,52727.27272727273
Bommasandra,3 BHK,1200.0,3.0,46.0,3,38333.333333333336
Haralur Road,4 BHK,3385.0,5.0,260.0,4,76809.45347119645
Nagondanahalli,3 BHK,1641.0,3.0,66.0,3,40219.37842778793
Horamavu Agara,2 BHK,1200.0,2.0,45.0,2,37500.0
Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,2,53484.12698412698
Mahadevpura,3 BHK,1720.0,3.0,78.0,3,45348.83720930233
Yelahanka,2 BHK,1132.5,2.0,48.13,2,42498.89624724062
Yelahanka,2 BHK,1210.0,2.0,45.98,2,38000.0
Indira Nagar,4 Bedroom,2200.0,4.0,200.0,4,90909.09090909091
Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3,41860.46511627907
Thanisandra,3 BHK,1702.0,3.0,130.0,3,76380.7285546416
Shanthala Nagar,2 BHK,1630.0,2.0,200.0,2,122699.38650306748
Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,2,33786.15249780894
Shantiniketan Layout,3 BHK,2072.0,3.0,108.0,3,52123.55212355212
Herohalli,3 Bedroom,1200.0,2.0,70.0,3,58333.333333333336
Teachers Colony,3 BHK,1350.0,3.0,77.0,3,57037.03703703704
Bettahalsoor,4 Bedroom,4046.0,4.0,445.0,4,109985.17053880375
Srinivasa Nagar,3 BHK,1180.0,2.0,78.34,3,66389.83050847458
Yelahanka,3 BHK,35000.0,3.0,130.0,3,3714.285714285714
Langford Town,2 BHK,1355.0,2.0,115.0,2,84870.84870848709
Sulthangunta,1 Bedroom,600.0,1.0,50.0,1,83333.33333333333
Hormavu,7 Bedroom,1200.0,7.0,150.0,7,125000.0
Bannerghatta Road,3 BHK,1640.0,2.0,120.0,3,73170.73170731707
Byrathi Village,5 Bedroom,1200.0,5.0,100.0,5,83333.33333333333
Kodichikkanahalli,3 BHK,1190.0,2.0,57.0,3,47899.15966386555
OMBR Layout,4 Bedroom,2400.0,4.0,375.0,4,156250.0
Marathahalli,2 BHK,1019.0,2.0,49.85,2,48920.510304219824
Ambedkar Colony,3 BHK,1875.0,3.0,165.0,3,88000.0
Akshaya Nagar,3 BHK,1250.0,3.0,40.0,3,32000.0
Brookefield,3 Bedroom,1200.0,3.0,140.0,3,116666.66666666667
Whitefield,2 BHK,1140.0,2.0,56.0,2,49122.80701754386
Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3,64765.30005941771
Kaggadasapura,3 BHK,1515.0,3.0,83.3,3,54983.49834983498
Hoodi,4 BHK,2118.0,4.0,111.0,4,52407.932011331446
Bannerghatta Road,4 Bedroom,1380.0,3.0,58.0,4,42028.985507246376
Varthur Road,2 BHK,1083.0,2.0,61.75,2,57017.54385964912
Anjappa Layout,2 Bedroom,600.0,2.0,55.0,2,91666.66666666667
Avalahalli,3 BHK,2300.0,3.0,120.0,3,52173.913043478264
Prakruthi Nagar,2 BHK,1240.0,2.0,60.0,2,48387.096774193546
Surabhi Layout,3 BHK,1750.0,3.0,120.0,3,68571.42857142857
Sadaramangala,2 BHK,1230.0,2.0,43.48,2,35349.59349593496
Anjanapura,3 Bedroom,1500.0,3.0,139.0,3,92666.66666666667
Abbigere,2 BHK,985.0,2.0,40.39,2,41005.07614213198
Tindlu,3 Bedroom,1500.0,2.0,87.0,3,58000.0
Electronic City,2 BHK,1125.0,2.0,32.49,2,28880.000000000004
Maruthi Sevanagar,2 BHK,950.0,2.0,44.0,2,46315.78947368421
Kothanur,3 BHK,1580.0,3.0,76.0,3,48101.26582278481
B Narayanapura,3 Bedroom,1092.0,2.0,98.5,3,90201.4652014652
Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2,26000.0
Hennur Road,3 Bedroom,2264.0,3.0,159.0,3,70229.68197879859
Dommasandra,3 BHK,1033.0,2.0,25.53,3,24714.424007744434
Kammasandra,2 BHK,810.0,2.0,24.5,2,30246.913580246914
Green Garden Layout,2 BHK,1045.0,2.0,45.0,2,43062.2009569378
Hebbal,2 BHK,1337.0,2.0,82.0,2,61331.33881824982
Chandapura,2 BHK,1200.0,2.0,32.0,2,26666.666666666668
Koramangala,3 BHK,1580.0,3.0,160.0,3,101265.82278481012
Begur Road,3 BHK,1500.0,2.0,54.0,3,36000.0
Whitefield,3 BHK,1640.0,4.0,91.0,3,55487.80487804878
Silver Springs Layout,3 BHK,1570.0,3.0,62.0,3,39490.44585987261
Gubbalala,3 BHK,1470.0,2.0,82.0,3,55782.31292517007
Kengeri,2 BHK,1160.0,2.0,40.61,2,35008.620689655174
7th Phase JP Nagar,2 BHK,1050.0,2.0,71.0,2,67619.04761904762
Dairy Circle,3 BHK,1855.0,3.0,225.0,3,121293.80053908356
Bannerghatta Road,3 BHK,1460.0,2.0,90.0,3,61643.83561643836
Hulimavu,3 BHK,1823.0,3.0,100.0,3,54854.63521667581
Electronic City,2 BHK,1094.0,2.0,42.0,2,38391.224862888484
Budigere,2 BHK,1153.0,2.0,57.0,2,49436.25325238508
Hoysalanagar,3 BHK,1325.0,3.0,57.0,3,43018.8679245283
Parappana Agrahara,4 Bedroom,1200.0,3.0,85.0,4,70833.33333333333
Jakkur,3 BHK,1590.0,2.0,125.0,3,78616.35220125786
Jeevan bima nagar,5 Bedroom,1210.0,4.0,160.0,5,132231.40495867768
Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,220.0,4,183333.33333333334
Narayana Nagar 1st Block,2 BHK,1202.0,2.0,48.0,2,39933.44425956739
Haralur Road,2 BHK,1202.0,2.0,53.0,2,44093.178036605656
KSRTC Layout,2 BHK,1200.0,2.0,62.5,2,52083.333333333336
Panathur,3 BHK,1688.0,3.0,118.0,3,69905.21327014218
Kaval Byrasandra,2 BHK,1020.0,2.0,52.0,2,50980.39215686275
Sarjapur,2 BHK,1185.0,2.0,47.0,2,39662.44725738397
Ramagondanahalli,2 BHK,1235.0,2.0,52.04,2,42137.651821862346
Hosakerehalli,4 BHK,3205.0,5.0,500.0,4,156006.24024960998
Banashankari,2 BHK,1077.0,2.0,37.64,2,34948.93221912721
Kengeri Satellite Town,3 BHK,1415.0,2.0,66.0,3,46643.10954063604
EPIP Zone,3 BHK,2330.0,3.0,162.0,3,69527.89699570816
Whitefield,2 BHK,805.0,2.0,35.0,2,43478.260869565216
P&T Colony,1 BHK,425.0,1.0,20.03,1,47129.41176470588
Whitefield,2 BHK,1155.0,2.0,59.95,2,51904.76190476191
Cunningham Road,4 BHK,5270.0,4.0,1250.0,4,237191.65085388994
Anekal,2 BHK,656.0,2.0,22.0,2,33536.58536585366
New Gurappana Palya,2 BHK,1100.0,2.0,48.0,2,43636.36363636364
Mahadevpura,2 BHK,1150.0,2.0,52.0,2,45217.391304347824
Chelekare,1 Bedroom,600.0,1.0,60.0,1,100000.0
Ambedkar Colony,2 BHK,1468.0,2.0,140.0,2,95367.84741144415
Palanahalli,4 Bedroom,4300.0,5.0,550.0,4,127906.97674418605
Whitefield,3 BHK,2280.0,4.0,126.0,3,55263.15789473684
Hegde Nagar,2 BHK,1341.0,2.0,97.0,2,72334.07904548844
Jakkur,2 BHK,1279.0,2.0,77.0,2,60203.28381548084
Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4,44440.449438202246
Thanisandra,2 BHK,1185.0,2.0,43.51,2,36717.29957805907
Vadarpalya,3 BHK,1750.0,3.0,85.0,3,48571.42857142857
Kudlu,2 BHK,1152.0,2.0,53.5,2,46440.97222222222
Shivanagar,5 Bedroom,1000.0,4.0,160.0,5,160000.0
Hulimavu,2 BHK,1300.0,2.0,36.0,2,27692.30769230769
Varthur Road,4 Bedroom,2760.0,4.0,155.0,4,56159.42028985507
